ID	Pop.total	Pop.term	Study.total	Study.term	marg	name
GO:0044237	18063	5016	26	10	0.0	"cellular metabolic process"
GO:0001839	18063	7	26	1	0.0	"neural plate morphogenesis"
GO:0048634	18063	11	26	1	4.000004000004E-6	"regulation of muscle organ development"
GO:0005654	18063	242	26	3	0.0	"nucleoplasm"
GO:0048588	18063	46	26	2	0.0	"developmental cell growth"
GO:0048589	18063	139	26	4	0.0	"developmental growth"
GO:0001822	18063	95	26	2	0.0	"kidney development"
GO:0048584	18063	87	26	2	0.0	"positive regulation of response to stimulus"
GO:0044281	18063	1042	26	3	0.0	"small molecule metabolic process"
GO:0001818	18063	1	26	1	9.19000919000919E-4	"negative regulation of cytokine production"
GO:0001817	18063	6	26	1	4.3000043000043E-5	"regulation of cytokine production"
GO:0001816	18063	6	26	1	0.0	"cytokine production"
GO:0048583	18063	525	26	5	0.0	"regulation of response to stimulus"
GO:0044272	18063	31	26	2	0.0	"sulfur compound biosynthetic process"
GO:0005667	18063	121	26	2	0.0	"transcription factor complex"
GO:0042100	18063	1	26	1	8.15000815000815E-4	"B cell proliferation"
GO:0044267	18063	1884	26	3	0.0	"cellular protein metabolic process"
GO:0044260	18063	3603	26	8	0.0	"cellular macromolecule metabolic process"
GO:0042110	18063	14	26	1	0.0	"T cell activation"
GO:0048598	18063	467	26	12	0.0	"embryonic morphogenesis"
GO:0048593	18063	85	26	2	0.0	"camera-type eye morphogenesis"
GO:0070661	18063	5	26	1	1.16000116000116E-4	"leukocyte proliferation"
GO:0048592	18063	121	26	3	0.0	"eye morphogenesis"
GO:0042127	18063	65	26	2	0.0	"regulation of cell proliferation"
GO:0002040	18063	36	26	1	0.0	"sprouting angiogenesis"
GO:0042113	18063	13	26	1	0.0	"B cell activation"
GO:0051875	18063	20	26	3	0.0	"pigment granule localization"
GO:0070887	18063	209	26	4	0.0	"cellular response to chemical stimulus"
GO:0009605	18063	177	26	3	0.0	"response to external stimulus"
GO:0051877	18063	8	26	1	0.0	"pigment granule aggregation in cell center"
GO:0009611	18063	130	26	2	0.0	"response to wounding"
GO:0030947	18063	9	26	1	0.0	"regulation of vascular endothelial growth factor receptor signaling pathway"
GO:0048384	18063	16	26	1	0.0	"retinoic acid receptor signaling pathway"
GO:0005856	18063	487	26	2	0.0	"cytoskeleton"
GO:0044085	18063	461	26	2	0.0	"cellular component biogenesis"
GO:0009653	18063	1116	26	18	0.0	"anatomical structure morphogenesis"
GO:0002011	18063	43	26	1	0.0	"morphogenesis of an epithelial sheet"
GO:0046483	18063	2629	26	6	0.0	"heterocycle metabolic process"
GO:0002009	18063	264	26	6	0.0	"morphogenesis of an epithelium"
GO:0044092	18063	177	26	1	0.0	"negative regulation of molecular function"
GO:0070848	18063	49	26	3	0.0	"response to growth factor stimulus"
GO:0042175	18063	166	26	3	0.0	"nuclear outer membrane-endoplasmic reticulum membrane network"
GO:0005886	18063	927	26	2	0.0	"plasma membrane"
GO:0030916	18063	27	26	1	0.0	"otic vesicle formation"
GO:0030908	18063	5	26	1	1.000001000001E-6	"protein splicing"
GO:0030900	18063	92	26	2	0.0	"forebrain development"
GO:0042180	18063	266	26	2	0.0	"cellular ketone metabolic process"
GO:0030902	18063	84	26	2	0.0	"hindbrain development"
GO:0051960	18063	76	26	3	0.0	"regulation of nervous system development"
GO:0005783	18063	262	26	3	0.0	"endoplasmic reticulum"
GO:0005789	18063	161	26	3	0.0	"endoplasmic reticulum membrane"
GO:0005790	18063	1	26	1	9.84000984000984E-4	"smooth endoplasmic reticulum"
GO:0042221	18063	564	26	4	0.0	"response to chemical stimulus"
GO:0030879	18063	6	26	1	0.0	"mammary gland development"
GO:0009719	18063	137	26	3	0.0	"response to endogenous stimulus"
GO:0005794	18063	237	26	2	0.0	"Golgi apparatus"
GO:0005795	18063	27	26	1	0.0	"Golgi stack"
GO:0030868	18063	1	26	1	0.001156001156001156	"smooth endoplasmic reticulum membrane"
GO:0009725	18063	103	26	1	0.0	"response to hormone stimulus"
GO:0001947	18063	76	26	3	0.0	"heart looping"
GO:0001944	18063	259	26	1	0.0	"vasculature development"
GO:0048468	18063	461	26	6	0.0	"cell development"
GO:0005815	18063	63	26	1	0.0	"microtubule organizing center"
GO:0051905	18063	18	26	3	0.0	"establishment of pigment granule localization"
GO:0051904	18063	15	26	3	0.0	"pigment granule transport"
GO:0030851	18063	6	26	1	0.0	"granulocyte differentiation"
GO:0046530	18063	41	26	1	0.0	"photoreceptor cell differentiation"
GO:0048475	18063	52	26	1	0.0	"coated membrane"
